Orientations,Spatial Frequencies,Temporal Frequencies,Contrasts
0,0.01,1,1
0,0.02,1,1
0,0.04,1,1
0,0.08,1,1
0,0.16,1,1
0,0.32,1,1
90,0.01,1,1
90,0.02,1,1
90,0.04,1,1
90,0.08,1,1
90,0.16,1,1
90,0.32,1,1
180,0.01,1,1
180,0.02,1,1
180,0.04,1,1
180,0.08,1,1
180,0.16,1,1
180,0.32,1,1
270,0.01,1,1
270,0.02,1,1
270,0.04,1,1
270,0.08,1,1
270,0.16,1,1
270,0.32,1,1
