988,0,0,1,52211114.5216
988,0,0,1,52211125.7216
987,0,0,1,52211127.9232
988,0,0,1,52211127.9488
988,0,0,1,52211127.9616
988,0,0,1,52211128.1024
988,0,0,1,52211128.1408
988,0,0,1,52211128.1536
988,0,0,1,52211128.1792
987,0,0,0,52211128.192
988,0,0,0,52211128.2176
988,0,0,0,52211128.2304
987,0,0,0,52211128.2432
988,0,0,0,52211128.256
988,0,0,0,52211128.2688
988,0,0,0,52211128.2944
987,0,0,0,52211128.3072
987,0,0,0,52211128.32
988,0,0,0,52211128.3584
988,0,0,1,52211130.3296
988,0,0,1,52211130.3552
987,0,0,1,52211130.368
988,0,0,1,52211130.3808
988,0,0,1,52211134.592
988,0,0,1,52211134.6432
988,0,0,1,52211134.656
988,0,0,1,52211134.6688
989,0,0,1,52211134.6688
988,0,0,1,52211138.5728
987,0,0,1,52211138.624
988,0,0,1,52211138.6368
988,0,0,0,52211138.6368
987,0,0,0,52211138.6496
988,0,0,0,52211142.6688
988,0,0,0,52211143.04
988,0,0,0,52211143.0528
988,0,0,0,52211143.0528
988,0,0,0,52211146.7136
987,0,0,0,52211146.7392
988,0,0,0,52211146.752
988,0,0,1,52211146.7648
988,0,0,1,52211146.7648
987,0,0,1,52211151.3216
988,0,0,1,52211151.36
988,0,0,1,52211151.3728
988,0,0,1,52211151.3856
988,0,0,1,52211151.3856
988,0,0,1,52211155.0464
988,0,0,1,52211155.0976
988,0,0,1,52211155.1232
988,0,0,1,52211155.136
988,0,0,1,52211159.0528
988,0,0,0,52211159.104
988,0,0,0,52211159.1296
987,0,0,0,52211159.1424
987,0,0,0,52211159.1424
988,0,0,0,52211163.0592
988,0,0,0,52211163.0848
988,0,0,0,52211163.0976
988,0,0,0,52211163.1104
988,0,0,0,52211163.1232
988,0,0,0,52211167.1424
988,0,0,0,52211167.1808
988,0,0,0,52211167.2064
988,0,0,0,52211167.2064
988,0,0,0,52211171.2
987,0,0,1,52211171.2128
988,0,0,1,52211171.2512
987,0,0,1,52211171.2512
988,0,0,1,52211171.264
987,0,0,1,52211175.296
988,0,0,1,52211175.3216
987,0,0,1,52211175.3472
988,0,0,1,52211175.3472
988,0,0,1,52211175.36
987,0,0,1,52211179.4176
988,0,0,1,52211179.4432
989,0,0,1,52211179.456
988,0,0,1,52211179.456
987,0,0,0,52211183.5904
988,0,0,0,52211183.6032
988,0,0,0,52211183.616
988,0,0,0,52211183.6288
988,0,0,0,52211183.6288
987,0,0,0,52211188.3904
988,0,0,0,52211188.4416
988,0,0,0,52211188.4544
988,0,0,0,52211188.4672
987,0,0,0,52211188.4672
988,0,0,1,52211191.808
987,0,0,1,52211191.8208
987,0,0,1,52211191.8336
988,0,0,1,52211191.8464
987,0,0,1,52211195.8272
989,0,0,1,52211195.8528
988,0,0,1,52211195.8656
988,0,0,1,52211195.8784
987,0,0,1,52211195.8784
988,0,0,1,52211200.6016
988,0,0,1,52211200.6656
988,0,0,1,52211200.6656
988,0,0,1,52211200.6784
987,0,0,1,52211201.28
988,0,0,0,52211204.7232
987,0,0,0,52211204.8
988,0,0,0,52211204.8128
988,0,0,0,52211204.8256
988,0,0,0,52211208.2048
988,0,0,0,52211208.2304
988,0,0,0,52211208.2432
988,0,0,0,52211208.2432
988,0,0,0,52211208.256
988,0,0,1,52211212.2496
989,0,0,1,52211212.2752
987,0,0,1,52211212.288
989,0,0,1,52211212.288
989,0,0,1,52211212.3008
988,0,0,1,52211216.9856
988,0,0,1,52211217.024
987,0,0,0,52211217.0368
988,0,0,0,52211217.0496
988,0,0,0,52211221.0176
988,0,0,0,52211221.056
988,0,0,0,52211221.0688
988,0,0,0,52211221.0816
988,0,0,0,52211221.0816
988,0,0,0,52211224.5376
988,0,0,1,52211224.5632
988,0,0,1,52211224.576
988,0,0,1,52211224.576
988,0,0,1,52211224.5888
987,0,0,1,52211228.6464
988,0,0,1,52211228.672
988,0,0,1,52211228.6848
988,0,0,1,52211228.6976
988,0,0,0,52211233.2032
987,0,0,0,52211233.3952
988,0,0,0,52211233.4208
988,0,0,0,52211233.4336
987,0,0,0,52211233.4336
987,0,0,0,52211237.2864
988,0,0,0,52211237.3376
988,0,0,0,52211237.3504
988,0,0,1,52211237.3504
988,0,0,1,52211240.9472
988,0,0,1,52211240.9856
988,0,0,1,52211240.9856
988,0,0,1,52211240.9984
988,0,0,1,52211240.9984
988,0,0,1,52211245.0816
988,0,0,1,52211245.0944
987,0,0,0,52211245.1072
988,0,0,0,52211245.12
987,0,0,0,52211245.12
988,0,0,0,52211249.4976
988,0,0,0,52211249.536
988,0,0,0,52211249.5488
988,0,0,0,52211249.5616
989,0,0,0,52211253.2224
988,0,0,0,52211253.2864
988,0,0,0,52211253.312
988,0,0,0,52211253.3376
988,0,0,0,52211253.3632
988,0,0,1,52211257.3696
988,0,0,1,52211257.408
988,0,0,1,52211257.4208
988,0,0,1,52211257.4208
988,0,0,1,52211257.4336
988,0,0,1,52211261.4144
988,0,0,1,52211261.44
988,0,0,1,52211261.4528
987,0,0,1,52211261.4528
988,0,0,1,52211266.5984
988,0,0,1,52211266.6368
987,0,0,1,52211266.6496
988,0,0,1,52211266.6624
988,0,0,1,52211266.6624
987,0,0,1,52211270.6432
988,0,0,1,52211270.6816
988,0,0,1,52211270.6944
988,0,0,0,52211270.6944
987,0,0,0,52211270.7072
988,0,0,0,52211273.5616
988,0,0,0,52211273.6128
988,0,0,0,52211273.6256
988,0,0,0,52211273.6384
988,0,0,0,52211277.7856
988,0,0,0,52211277.8112
988,0,0,0,52211277.8112
988,0,0,0,52211277.824
987,0,0,0,52211277.824
988,0,0,0,52211282.6752
988,0,0,1,52211282.7136
988,0,0,1,52211282.7264
987,0,0,1,52211282.7392
989,0,0,1,52211282.7392
988,0,0,1,52211286.016
988,0,0,1,52211286.0416
988,0,0,1,52211286.0544
988,0,0,1,52211286.0672
988,0,0,1,52211290.1376
988,0,0,1,52211290.176
988,0,0,1,52211290.1888
988,0,0,1,52211290.1888
988,0,0,0,52211290.2016
988,0,0,0,52211294.2336
988,0,0,0,52211294.2464
989,0,0,0,52211294.2592
988,0,0,0,52211294.2592
988,0,0,0,52211294.272
987,0,0,0,52211298.688
988,0,0,0,52211298.7264
988,0,0,0,52211298.7392
988,0,0,1,52211298.7392
988,0,0,1,52211303.04
988,0,0,1,52211303.168
988,0,0,1,52211303.1936
988,0,0,1,52211303.2192
988,0,0,1,52211303.232
988,0,0,1,52211306.5088
987,0,0,1,52211306.5472
988,0,0,1,52211306.56
987,0,0,1,52211306.5728
988,0,0,1,52211306.5728
988,0,0,1,52211310.592
988,0,0,0,52211310.6048
988,0,0,0,52211310.6176
988,0,0,0,52211310.6176
988,0,0,0,52211315.0848
987,0,0,0,52211315.1232
988,0,0,0,52211315.136
988,0,0,0,52211315.136
988,0,0,0,52211315.1488
987,0,0,0,52211319.3088
987,0,0,0,52211319.36
988,0,0,0,52211319.36
987,0,0,1,52211319.3728
988,0,0,1,52211319.3728
987,0,0,1,52211322.8928
988,0,0,1,52211322.9312
988,0,0,1,52211322.944
987,0,0,1,52211322.944
988,0,0,1,52211326.9632
988,0,0,1,52211326.976
988,0,0,1,52211326.9888
989,0,0,1,52211327.0016
988,0,0,1,52211327.0016
988,0,0,1,52211331.1232
987,0,0,1,52211331.1744
988,0,0,1,52211331.1872
988,0,0,1,52211331.2
987,0,0,0,52211335.5008
988,0,0,0,52211335.552
987,0,0,0,52211335.552
988,0,0,0,52211335.5648
987,0,0,0,52211335.5648
988,0,0,0,52211339.2896
988,0,0,0,52211339.3408
987,0,0,0,52211339.3408
988,0,0,0,52211339.3536
987,0,0,0,52211339.3536
987,0,0,0,52211343.296
988,0,0,1,52211343.3344
988,0,0,1,52211343.36
988,0,0,1,52211343.3728
988,0,0,1,52211347.4688
988,0,0,1,52211347.4816
988,0,0,1,52211347.4944
988,0,0,1,52211347.4944
988,0,0,1,52211347.5072
987,0,0,0,52211352.6912
988,0,0,0,52211352.7424
988,0,0,0,52211352.7552
987,0,0,0,52211352.7552
988,0,0,0,52211352.768
988,0,0,0,52211355.6736
988,0,0,0,52211355.712
