0,-0.003057963
1,0.073146935
2,0.138069019
3,0.192781058
4,0.23835582
5,0.275866074
6,0.30638459
7,0.330984134
8,0.350737477
9,0.366717387
10,0.379996632
11,0.391647982
12,0.402741357
13,0.413990767
14,0.425412695
15,0.436942603
16,0.448515952
17,0.460068201
18,0.471534812
19,0.482851246
20,0.493952963
21,0.504775838
22,0.515268304
23,0.525393292
24,0.535114541
25,0.54439579
26,0.553200779
27,0.561493245
28,0.569236929
29,0.576395568
30,0.582932903
31,0.588812671
32,0.593998613
33,0.598454466
34,0.602152891
35,0.6051967
36,0.607787211
37,0.610128183
38,0.612423372
39,0.614876536
40,0.617691433
41,0.62107182
42,0.625221456
43,0.630344098
44,0.636643503
45,0.644323429
46,0.653587634
47,0.664639876
48,0.677683911
49,0.692923498
50,0.710537686
51,0.730307451
52,0.751692158
53,0.774141967
54,0.797107044
55,0.820037549
56,0.842383647
57,0.8635955
58,0.883123271
59,0.900417123
60,0.914927218
61,0.92610372
62,0.933396792
63,0.936256597
64,0.934133296
65,0.926477054
66,0.912738034
67,0.892366397
68,0.864812307
69,0.829525927
70,0.785966631
71,0.734297695
72,0.675870611
73,0.61215135
74,0.544605882
75,0.474700178
76,0.403900208
77,0.333671942
78,0.265481351
79,0.200794406
80,0.141077077
81,0.087795334
82,0.042415149
83,0.006402491
84,-0.01877667
85,-0.031656362
86,-0.030770615
87,-0.014653458
88,0.018161078
89,0.069138965
90,0.139746172
91,0.231448671
92,0.345712431
93,0.484003424
94,0.647787619
95,0.838530988
96,1.057699501
97,1.306759127
98,1.587175838
99,1.900415605
