,0
0,0.5695793304333833
1,0.5747573238193283
2,0.5851133105636407
3,0.5754045729919247
4,0.5676375829112816
5,0.564401337038235
6,0.5883495564137055
7,0.570873828780732
8,0.5559870977514694
9,0.56245958951268
10,0.5831715630518808
11,0.5702265796071296
12,0.5695793304333833
13,0.5728155763006769
14,0.579935317196078
15,0.5779935696808739
16,0.5825243138810072
17,0.570873828780732
18,0.5779935696808739
19,0.5825243138810072
20,0.5605178419858293
21,0.563754087863194
22,0.5831715630518808
23,0.5715210779541907
24,0.5676375829112816
25,0.5728155763006769
26,0.5663430845624947
27,0.5754045729919247
28,0.5741100746465883
29,0.5656958353878854
30,0.570873828780732
31,0.5715210779541907
32,0.5598705928099245
33,0.5585760944576823
34,0.5650485862131323
35,0.5792880680244868
36,0.5766990713366866
37,0.5812298155388297
38,0.5792880680244868
39,0.5728155763006769
40,0.5792880680244868
41,0.5728155763006769
42,0.5805825663675256
43,0.5786408188527522
44,0.5695793304333833
45,0.5812298155388297
46,0.5618123403372072
47,0.563754087863194
48,0.577346320508852
49,0.5656958353878854
50,0.5682848320854594
51,0.5754045729919247
52,0.5676375829112816
53,0.5805825663675256
54,0.5715210779541907
55,0.5585760944576823
56,0.577346320508852
57,0.5857605597339404
58,0.579935317196078
59,0.563754087863194
60,0.5741100746465883
61,0.577346320508852
62,0.579935317196078
63,0.5747573238193283
64,0.5741100746465883
65,0.5851133105636407
66,0.5695793304333833
67,0.590938553091177
68,0.5695793304333833
69,0.557281596104864
70,0.5605178419858293
71,0.5682848320854594
72,0.5566343469282388
73,0.5702265796071296
74,0.5618123403372072
75,0.5728155763006769
76,0.5734628254737044
77,0.5695793304333833
78,0.5779935696808739
79,0.536569622381294
80,0.4414239911781588
81,0.34951460292003617
82,0.2925566706617971
83,0.24336572822815059
84,0.20258902528344738
85,0.17152106072837445
86,0.1436893421808261
87,0.12362461467906435
88,0.10291263774712865
89,0.0873786549439201
90,0.08220066065628236
91,0.07313917062893499
92,0.0673139270237918
93,0.06213593269749755
94,0.05825243694621773
95,0.05954693553060263
96,0.05113269472092383
97,0.05048544542677694
98,0.04724919895369506
99,0.04660194965860911
100,0.0459547003633666
101,0.04530745106796753
102,0.04401295247669958
103,0.04207120458862298
104,0.04401295247669958
105,0.04336570318083068
106,0.04401295247669958
107,0.04466020177241186
108,0.04466020177241186
109,0.0459547003633666
110,0.04401295247669958
111,0.04919094683801367
112,0.0485436975433973
113,0.04789644824862446
114,0.04336570318083068
115,0.04466020177241186
116,0.04207120458862298
117,0.04142395529228409
118,0.04207120458862298
119,0.04207120458862298
120,0.04142395529228409
121,0.03883495810536163
122,0.03818770880823918
123,0.04207120458862298
124,0.04336570318083068
125,0.04207120458862298
126,0.04530745106796753
127,0.04401295247669958
128,0.04530745106796753
129,0.04466020177241186
130,0.0459547003633666
131,0.04983819613247354
132,0.04789644824862446
133,0.04530745106796753
134,0.04336570318083068
135,0.04336570318083068
136,0.04077670599578853
137,0.04271845388480515
138,0.04142395529228409
139,0.04142395529228409
140,0.03430421302221186
141,0.03754045951095994
142,0.03883495810536163
143,0.04401295247669958
144,0.04077670599578853
145,0.04401295247669958
146,0.04336570318083068
147,0.04466020177241186
148,0.04466020177241186
149,0.0459547003633666
150,0.04466020177241186
151,0.04983819613247354
152,0.0485436975433973
153,0.04789644824862446
154,0.04336570318083068
155,0.04271845388480515
156,0.04207120458862298
157,0.04271845388480515
158,0.04207120458862298
159,0.04207120458862298
160,0.04077670599578853
161,0.03818770880823918
162,0.03754045951095994
163,0.03883495810536163
164,0.04077670599578853
165,0.04336570318083068
166,0.04466020177241186
167,0.04401295247669958
168,0.0459547003633666
169,0.04401295247669958
170,0.04660194965860911
171,0.0485436975433973
172,0.04983819613247354
173,0.6200647655550036
174,0.4828479398443662
175,0.6556634692855351
176,0.7197411349220648
177,0.7779935570357202
178,0.8245954939170914
179,0.8543689532175357
180,0.8705501809766558
181,0.8744336756261445
182,0.8970873943170967
183,0.8893204050704036
184,0.9080906290497741
185,0.8783171702707241
186,0.899029141625713
187,0.8996763907283137
188,0.9404530839191392
189,0.9398058348250599
190,0.9346278420675729
191,0.9152103691500396
192,0.9236246074292374
193,0.9216828601360667
194,0.93009709839769
195,0.9255663547211916
196,0.9385113366364971
197,0.9165048673483275
198,0.9203883619399434
199,0.9022653871373588
200,0.9663430475719789
201,0.9132686218515925
202,0.9275081020119298
203,0.9501618203141662
204,0.9255663547211916
205,0.9223301092339254
206,0.9346278420675729
207,0.9326860947812899
208,0.9443365784807852
209,0.9313915965897598
210,0.9210356110380727
211,0.9391585857308459
212,0.9456310766669233
213,0.9339805929722802
214,0.9689320439254432
215,0.955987062136651
216,0.9449838275739216
217,0.92880260020508
218,0.9411003330130836
219,0.9423948312005684
220,0.9391585857308459
221,0.9495145712221066
222,0.9514563184978818
223,0.9262136038182396
224,0.9469255748525227
225,0.9339805929722802
226,0.9501618203141662
227,0.9249191056240087
228,0.9378640875420134
229,0.9411003330130836
230,0.9307443474937924
231,0.9294498493014524
232,0.9352750911627308
233,0.92880260020508
234,0.9262136038182396
235,0.9501618203141662
236,0.9475728239451205
237,0.9436893293875144
238,0.9644013003054721
239,0.9223301092339254
240,0.9689320439254432
241,0.9637540512163683
242,0.9430420802941087
243,0.9365695893526418
244,0.9404530839191392
245,0.9423948312005684
246,0.9430420802941087
247,0.9475728239451205
248,0.9262136038182396
249,0.9533980657724466
250,0.9514563184978818
251,0.9533980657724466
252,0.9352750911627308
253,0.9404530839191392
254,0.9333333438768524
255,0.9605178057688359
256,0.9307443474937924
257,0.9294498493014524
258,0.9475728239451205
259,0.955987062136651
260,0.9579288094083934
261,0.9294498493014524
262,0.9423948312005684
263,0.9663430475719789
264,0.9508090694060911
265,0.9268608529151523
266,0.93009709839769
267,0.9754045347997226
268,0.9352750911627308
269,0.9443365784807852
270,0.9482200730375837
271,0.9430420802941087
272,0.9339805929722802
273,0.9372168384473951
274,0.9521035675895378
275,0.9598705566789267
276,0.9106796254517671
277,0.9365695893526418
278,0.9689320439254432
279,0.9650485493944417
280,0.9695792930134741
281,0.9411003330130836
282,0.9482200730375837
283,0.9488673221299125
284,0.9385113366364971
285,0.9378640875420134
286,0.9527508166810595
287,0.9326860947812899
288,0.9423948312005684
289,0.9624595530377581
290,0.9443365784807852
291,0.9365695893526418
292,0.9482200730375837
293,0.9365695893526418
294,0.9488673221299125
295,0.9449838275739216
296,0.9579288094083934
297,0.9417475821068934
298,0.9423948312005684
299,0.955987062136651
300,0.9456310766669233
301,0.9333333438768524
302,0.9307443474937924
303,0.9508090694060911
304,0.93009709839769
305,0.9294498493014524
306,0.9521035675895378
307,0.9540453148636994
308,0.9527508166810595
309,0.9372168384473951
310,0.9391585857308459
311,0.9423948312005684
312,0.9372168384473951
313,0.9352750911627308
314,0.9423948312005684
315,0.9216828601360667
316,0.9663430475719789
317,0.9585760584987054
318,0.955987062136651
319,0.9398058348250599
320,0.9592233075888832
321,0.9430420802941087
322,0.9572815603179469
323,0.9449838275739216
324,0.9423948312005684
325,0.9352750911627308
326,0.9268608529151523
327,0.9294498493014524
328,0.9475728239451205
329,0.9631068021271302
330,0.9540453148636994
331,0.9333333438768524
332,0.9475728239451205
333,0.9546925639548177
334,0.9501618203141662
335,0.9372168384473951
336,0.9326860947812899
337,0.9598705566789267
338,0.9430420802941087
339,0.9262136038182396
340,0.9339805929722802
341,0.9618123039482515
342,0.9585760584987054
343,0.9339805929722802
344,0.9462783257597903
345,0.9372168384473951
346,0.9404530839191392
347,0.9501618203141662
348,0.9443365784807852
349,0.9404530839191392
350,0.9482200730375837
351,0.9346278420675729
352,0.9430420802941087
353,0.9495145712221066
354,0.9313915965897598
355,0.9152103691500396
356,0.92880260020508
357,0.9501618203141662
358,0.9378640875420134
359,0.9469255748525227
360,0.9611650548586109
361,0.9572815603179469
362,0.9553398130458015
363,0.9553398130458015
364,0.9411003330130836
365,0.9572815603179469
366,0.9307443474937924
367,0.9359223402577537
368,0.9411003330130836
369,0.9339805929722802
370,0.9501618203141662
371,0.9443365784807852
372,0.9320388456855923
373,0.9533980657724466
374,0.9540453148636994
375,0.9352750911627308
376,0.9546925639548177
377,0.9669902966605461
378,0.9540453148636994
379,0.9216828601360667
380,0.9365695893526418
381,0.92880260020508
382,0.9624595530377581
383,0.9469255748525227
384,0.955987062136651
385,0.9456310766669233
386,0.9391585857308459
387,0.9533980657724466
388,0.9391585857308459
389,0.9533980657724466
390,0.9592233075888832
391,0.9585760584987054
392,0.9436893293875144
393,0.9501618203141662
394,0.9423948312005684
395,0.9281553511085724
396,0.9566343112273662
397,0.9501618203141662
398,0.9352750911627308
399,0.9404530839191392
400,0.9566343112273662
401,0.9482200730375837
402,0.9572815603179469
403,0.9423948312005684
404,0.9320388456855923
405,0.9656957984832775
406,0.9339805929722802
407,0.9553398130458015
408,0.9488673221299125
409,0.9508090694060911
410,0.9313915965897598
411,0.9482200730375837
412,0.9391585857308459
413,0.955987062136651
414,0.9436893293875144
415,0.9236246074292374
416,0.9495145712221066
417,0.9773462820593946
418,0.9488673221299125
419,0.9527508166810595
420,0.9572815603179469
421,0.9579288094083934
422,0.9540453148636994
423,0.9449838275739216
424,0.9346278420675729
425,0.9423948312005684
426,0.9508090694060911
427,0.9663430475719789
428,0.9637540512163683
429,0.9475728239451205
430,0.9268608529151523
431,0.9281553511085724
432,0.9398058348250599
433,0.9443365784807852
434,0.9462783257597903
435,0.9469255748525227
436,0.9423948312005684
437,0.9391585857308459
438,0.9385113366364971
439,0.9618123039482515
440,0.9773462820593946
441,0.9682847948372784
442,0.9702265421013712
443,0.9572815603179469
444,0.9598705566789267
445,0.9540453148636994
446,0.9449838275739216
447,0.9514563184978818
448,0.9501618203141662
449,0.9385113366364971
450,0.9398058348250599
451,0.9378640875420134
452,0.9372168384473951
453,0.93009709839769
454,0.9495145712221066
455,0.9702265421013712
456,0.9184466146447443
457,0.9346278420675729
458,0.9391585857308459
459,0.9488673221299125
460,0.9449838275739216
461,0.9436893293875144
462,0.9533980657724466
463,0.9605178057688359
464,0.955987062136651
465,0.93009709839769
466,0.9359223402577537
467,0.9365695893526418
468,0.9553398130458015
469,0.970873791189134
470,0.9508090694060911
471,0.9385113366364971
472,0.9326860947812899
473,0.9313915965897598
474,0.9501618203141662
475,0.9411003330130836
476,0.9579288094083934
477,0.9372168384473951
478,0.9585760584987054
479,0.9585760584987054
480,0.9527508166810595
481,0.9669902966605461
482,0.9656957984832775
483,0.9495145712221066
484,0.955987062136651
485,0.9385113366364971
486,0.9469255748525227
487,0.9482200730375837
488,0.9553398130458015
489,0.9585760584987054
490,0.9326860947812899
491,0.9566343112273662
492,0.9443365784807852
493,0.9721682893642577
494,0.9229773583316491
495,0.9294498493014524
496,0.9352750911627308
497,0.9423948312005684
498,0.9417475821068934
499,0.9404530839191392
500,0.9514563184978818
501,0.9449838275739216
502,0.9540453148636994
503,0.955987062136651
504,0.9430420802941087
505,0.9533980657724466
506,0.9391585857308459
507,0.9611650548586109
508,0.9391585857308459
509,0.9624595530377581
510,0.9417475821068934
511,0.9417475821068934
512,0.9501618203141662
513,0.9449838275739216
514,0.9533980657724466
515,0.92880260020508
516,0.9313915965897598
517,0.9365695893526418
518,0.9210356110380727
519,0.9676375457489792
520,0.92880260020508
521,0.9482200730375837
522,0.9572815603179469
523,0.955987062136651
524,0.9423948312005684
525,0.9352750911627308
526,0.9469255748525227
527,0.9372168384473951
528,0.9572815603179469
529,0.93009709839769
530,0.9229773583316491
531,0.9216828601360667
532,0.9391585857308459
533,0.9540453148636994
534,0.9605178057688359
535,0.9352750911627308
536,0.9585760584987054
537,0.9540453148636994
538,0.9352750911627308
539,0.9378640875420134
540,0.9411003330130836
541,0.9605178057688359
542,0.9449838275739216
543,0.93009709839769
544,0.9294498493014524
545,0.9546925639548177
546,0.9695792930134741
547,0.9223301092339254
548,0.9644013003054721
549,0.9663430475719789
550,0.9436893293875144
551,0.9585760584987054
552,0.9572815603179469
553,0.9585760584987054
554,0.9385113366364971
555,0.9203883619399434
556,0.970873791189134
557,0.9566343112273662
558,0.9294498493014524
559,0.9378640875420134
560,0.9326860947812899
561,0.9579288094083934
562,0.9495145712221066
563,0.9572815603179469
564,0.9423948312005684
565,0.9579288094083934
566,0.9417475821068934
567,0.9521035675895378
568,0.955987062136651
569,0.9236246074292374
570,0.9275081020119298
571,0.92880260020508
572,0.9385113366364971
573,0.9689320439254432
574,0.9430420802941087
575,0.9501618203141662
576,0.9598705566789267
577,0.9546925639548177
578,0.9598705566789267
579,0.9391585857308459
580,0.9443365784807852
581,0.9501618203141662
582,0.9423948312005684
583,0.9333333438768524
584,0.9514563184978818
585,0.9656957984832775
586,0.9378640875420134
587,0.9475728239451205
588,0.9540453148636994
589,0.9475728239451205
590,0.9346278420675729
591,0.9365695893526418
592,0.9508090694060911
593,0.9475728239451205
594,0.9378640875420134
595,0.9741100366259383
596,0.9177993655460741
597,0.9313915965897598
598,0.9521035675895378
599,0.9378640875420134
600,0.9644013003054721
601,0.9546925639548177
602,0.9656957984832775
603,0.9540453148636994
604,0.9618123039482515
605,0.9488673221299125
606,0.9663430475719789
607,0.9644013003054721
608,0.9378640875420134
609,0.9236246074292374
610,0.9346278420675729
611,0.9430420802941087
612,0.9482200730375837
613,0.9508090694060911
614,0.9411003330130836
615,0.9456310766669233
616,0.9365695893526418
617,0.9495145712221066
618,0.9637540512163683
619,0.9585760584987054
620,0.9365695893526418
621,0.9365695893526418
622,0.9404530839191392
623,0.9624595530377581
624,0.9436893293875144
625,0.9385113366364971
626,0.9404530839191392
627,0.9495145712221066
628,0.9417475821068934
629,0.9417475821068934
630,0.9521035675895378
631,0.9585760584987054
632,0.9592233075888832
633,0.9631068021271302
634,0.9618123039482515
635,0.9689320439254432
636,0.9572815603179469
637,0.9514563184978818
638,0.9398058348250599
639,0.9618123039482515
640,0.9572815603179469
641,0.9592233075888832
642,0.9592233075888832
643,0.9540453148636994
644,0.9339805929722802
645,0.9313915965897598
646,0.9598705566789267
647,0.9372168384473951
648,0.9404530839191392
649,0.9566343112273662
650,0.9624595530377581
651,0.9495145712221066
652,0.9398058348250599
653,0.955987062136651
654,0.9430420802941087
655,0.9605178057688359
656,0.9533980657724466
657,0.9443365784807852
658,0.976699032972971
659,0.9294498493014524
660,0.9326860947812899
661,0.955987062136651
662,0.9404530839191392
663,0.9462783257597903
664,0.9540453148636994
665,0.9637540512163683
666,0.9644013003054721
667,0.9624595530377581
668,0.9546925639548177
669,0.9676375457489792
670,0.9611650548586109
671,0.9689320439254432
672,0.9572815603179469
673,0.9482200730375837
674,0.9307443474937924
675,0.9546925639548177
676,0.9423948312005684
677,0.9527508166810595
678,0.9436893293875144
679,0.9508090694060911
680,0.9404530839191392
681,0.9702265421013712
682,0.9566343112273662
683,0.9417475821068934
684,0.9430420802941087
685,0.9689320439254432
686,0.9669902966605461
687,0.9475728239451205
688,0.9501618203141662
689,0.9527508166810595
690,0.9391585857308459
691,0.9456310766669233
692,0.9553398130458015
693,0.9275081020119298
694,0.9398058348250599
695,0.9398058348250599
696,0.9540453148636994
697,0.9773462820593946
698,0.9488673221299125
699,0.9566343112273662
700,0.9469255748525227
701,0.9579288094083934
702,0.9475728239451205
703,0.9572815603179469
704,0.9456310766669233
705,0.9566343112273662
706,0.9488673221299125
707,0.9669902966605461
708,0.9644013003054721
709,0.9378640875420134
710,0.9262136038182396
711,0.9391585857308459
712,0.9546925639548177
713,0.9398058348250599
714,0.9443365784807852
715,0.9592233075888832
716,0.9540453148636994
717,0.9533980657724466
718,0.9527508166810595
719,0.9527508166810595
720,0.9857605201707246
721,0.9611650548586109
722,0.9572815603179469
723,0.9572815603179469
724,0.9676375457489792
725,0.9540453148636994
726,0.9372168384473951
727,0.9385113366364971
728,0.9391585857308459
729,0.9637540512163683
730,0.9585760584987054
731,0.9527508166810595
732,0.9281553511085724
733,0.9333333438768524
734,0.955987062136651
735,0.9812297765751249
736,0.9262136038182396
737,0.9352750911627308
738,0.9533980657724466
739,0.9482200730375837
740,0.9443365784807852
741,0.9521035675895378
742,0.9456310766669233
743,0.9385113366364971
744,0.9521035675895378
745,0.9255663547211916
746,0.9598705566789267
747,0.9359223402577537
748,0.9851132710860399
749,0.9721682893642577
750,0.9430420802941087
751,0.9546925639548177
752,0.9546925639548177
753,0.9521035675895378
754,0.9572815603179469
755,0.9572815603179469
756,0.9391585857308459
757,0.9579288094083934
758,0.9372168384473951
759,0.9469255748525227
760,0.9572815603179469
761,0.9436893293875144
762,0.9592233075888832
763,0.9495145712221066
764,0.9585760584987054
765,0.9598705566789267
766,0.9631068021271302
767,0.9346278420675729
768,0.9398058348250599
769,0.9378640875420134
770,0.9598705566789267
771,0.9352750911627308
772,0.9326860947812899
773,0.9695792930134741
774,0.9514563184978818
775,0.9624595530377581
776,0.9637540512163683
777,0.9462783257597903
778,0.9488673221299125
779,0.9443365784807852
780,0.9592233075888832
781,0.955987062136651
782,0.9611650548586109
783,0.9339805929722802
784,0.9404530839191392
785,0.9236246074292374
786,0.976699032972971
787,0.9818770256606116
788,0.9540453148636994
789,0.9527508166810595
790,0.9462783257597903
791,0.955987062136651
792,0.9423948312005684
793,0.9579288094083934
794,0.9598705566789267
795,0.9411003330130836
796,0.9469255748525227
797,0.9669902966605461
798,0.9618123039482515
799,0.9462783257597903
800,0.9598705566789267
801,0.9436893293875144
802,0.9572815603179469
803,0.9508090694060911
804,0.9488673221299125
805,0.9585760584987054
806,0.9592233075888832
807,0.9566343112273662
808,0.9352750911627308
809,0.9365695893526418
810,0.9482200730375837
811,0.9346278420675729
812,0.9404530839191392
813,0.9313915965897598
814,0.9508090694060911
815,0.9566343112273662
816,0.9579288094083934
817,0.9598705566789267
818,0.9462783257597903
819,0.9398058348250599
820,0.9521035675895378
821,0.9533980657724466
822,0.970873791189134
823,0.9631068021271302
824,0.9663430475719789
825,0.9631068021271302
826,0.9462783257597903
827,0.9346278420675729
828,0.9579288094083934
829,0.9430420802941087
830,0.9566343112273662
831,0.9527508166810595
832,0.9462783257597903
833,0.9546925639548177
834,0.9391585857308459
835,0.92880260020508
836,0.9715210402767628
837,0.9262136038182396
838,0.92880260020508
839,0.9391585857308459
840,0.9411003330130836
841,0.9533980657724466
842,0.9637540512163683
843,0.9411003330130836
844,0.9592233075888832
845,0.9275081020119298
846,0.9495145712221066
847,0.9631068021271302
848,0.9398058348250599
849,0.9216828601360667
850,0.9521035675895378
851,0.9372168384473951
852,0.9417475821068934
853,0.9585760584987054
854,0.9553398130458015
855,0.9572815603179469
856,0.9514563184978818
857,0.9391585857308459
858,0.955987062136651
859,0.9398058348250599
860,0.9488673221299125
861,0.9508090694060911
862,0.9391585857308459
863,0.9385113366364971
864,0.955987062136651
865,0.9637540512163683
866,0.9411003330130836
867,0.9689320439254432
868,0.9533980657724466
869,0.9417475821068934
870,0.9456310766669233
871,0.9462783257597903
872,0.9546925639548177
873,0.9624595530377581
874,0.9663430475719789
875,0.9436893293875144
876,0.9411003330130836
877,0.9436893293875144
878,0.9514563184978818
879,0.9495145712221066
880,0.9598705566789267
881,0.9611650548586109
882,0.9618123039482515
883,0.9644013003054721
884,0.9663430475719789
885,0.9754045347997226
886,0.9436893293875144
887,0.9275081020119298
888,0.9585760584987054
889,0.9566343112273662
890,0.9430420802941087
891,0.9469255748525227
892,0.9553398130458015
893,0.9618123039482515
894,0.9404530839191392
895,0.9398058348250599
896,0.9631068021271302
897,0.9326860947812899
898,0.9294498493014524
899,0.9372168384473951
900,0.9760517838864138
901,0.9734627875388455
902,0.9637540512163683
903,0.9443365784807852
904,0.9398058348250599
905,0.9521035675895378
906,0.9533980657724466
907,0.9566343112273662
908,0.9572815603179469
909,0.9644013003054721
910,0.9475728239451205
911,0.9339805929722802
912,0.9249191056240087
913,0.9275081020119298
914,0.93009709839769
915,0.9365695893526418
916,0.9462783257597903
917,0.9359223402577537
918,0.9352750911627308
919,0.9572815603179469
920,0.9553398130458015
921,0.9546925639548177
922,0.9443365784807852
923,0.9656957984832775
924,0.9624595530377581
925,0.9747572857128973
926,0.9385113366364971
927,0.9430420802941087
928,0.9352750911627308
929,0.9624595530377581
930,0.9527508166810595
931,0.9495145712221066
932,0.9501618203141662
933,0.9533980657724466
934,0.9411003330130836
935,0.9650485493944417
936,0.9663430475719789
